patient,sample,lane,fastq_1,fastq_2
patient1,SAMN01894435,lane1,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652345_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652345_2.fastq.gz
patient1,SAMN01894436,lane1,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652346_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652346_2.fastq.gz
patient1,SAMN01894437,lane1,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652347_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652347_2.fastq.gz
patient1,SAMN01894438,lane1,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652348_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652348_2.fastq.gz
patient1,SAMN01894439,lane1,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652349_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652349_2.fastq.gz
patient1,SAMN01894440,lane1,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652350_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652350_2.fastq.gz
patient1,SAMN01894441,lane1,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652351_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652351_2.fastq.gz
patient1,SAMN01894442,lane1,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652352_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652352_2.fastq.gz
patient1,SAMN01894443,lane1,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652353_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652353_2.fastq.gz
patient1,SAMN01894444,lane1,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652354_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652354_2.fastq.gz
patient1,SAMN01894445,lane1,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652355_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652355_2.fastq.gz
patient1,SAMN01894446,lane1,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652356_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652356_2.fastq.gz
patient1,SAMN01894447,lane1,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652357_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652357_2.fastq.gz
patient1,SAMN01894448,lane1,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652362_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652362_2.fastq.gz
patient1,SAMN01894452,lane1,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652363_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652363_2.fastq.gz
patient1,SAMN01894455,lane1,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652374_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652374_2.fastq.gz
patient1,SAMN01894456,lane1,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652375_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652375_2.fastq.gz
patient1,SAMN01894457,lane1,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652376_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652376_2.fastq.gz
patient1,SAMN01894458,lane1,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652377_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652377_2.fastq.gz
patient1,SAMN01894459,lane1,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652378_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652378_2.fastq.gz
patient1,SAMN01894460,lane1,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652379_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652379_2.fastq.gz
patient1,SAMN01894461,lane1,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652439_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652439_2.fastq.gz
patient1,SAMN01894461,lane2,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652440_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652440_2.fastq.gz
patient1,SAMN01894461,lane3,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652441_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652441_2.fastq.gz
patient1,SAMN01894461,lane4,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652442_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652442_2.fastq.gz
patient1,SAMN01894461,lane5,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652443_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652443_2.fastq.gz
patient1,SAMN01894461,lane6,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652444_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652444_2.fastq.gz
patient1,SAMN01894461,lane7,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652445_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652445_2.fastq.gz
patient1,SAMN01894461,lane8,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652446_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652446_2.fastq.gz
patient1,SAMN01894461,lane9,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652448_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652448_2.fastq.gz
patient1,SAMN01894461,lane10,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652449_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652449_2.fastq.gz
patient1,SAMN01894461,lane11,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652450_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR652450_2.fastq.gz
patient1,SAMN09531794,lane4,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760074_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760074_2.fastq.gz
patient1,SAMN09531794,lane5,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760075_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760075_2.fastq.gz
patient1,SAMN09531794,lane6,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760076_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760076_2.fastq.gz
patient1,SAMN09531794,lane7,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760077_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760077_2.fastq.gz
patient1,SAMN09531794,lane8,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760078_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760078_2.fastq.gz
patient1,SAMN09531794,lane9,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760079_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760079_2.fastq.gz
patient1,SAMN09531794,lane10,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760080_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760080_2.fastq.gz
patient1,SAMN09531794,lane11,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760081_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760081_2.fastq.gz
patient1,SAMN09531794,lane12,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760082_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760082_2.fastq.gz
patient1,SAMN09531794,lane13,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760083_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760083_2.fastq.gz
patient1,SAMN09531794,lane14,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760084_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760084_2.fastq.gz
patient1,SAMN09531794,lane15,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760085_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760085_2.fastq.gz
patient1,SAMN09531794,lane16,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760086_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760086_2.fastq.gz
patient1,SAMN09531794,lane17,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760087_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760087_2.fastq.gz
patient1,SAMN09531794,lane18,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760088_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760088_2.fastq.gz
patient1,SAMN09531794,lane19,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760089_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760089_2.fastq.gz
patient1,SAMN09531794,lane20,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760090_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760090_2.fastq.gz
patient1,SAMN09531794,lane21,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760091_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760091_2.fastq.gz
patient1,SAMN09531794,lane22,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760092_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760092_2.fastq.gz
patient1,SAMN09531794,lane23,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760095_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760095_2.fastq.gz
patient1,SAMN09531794,lane24,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760096_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760096_2.fastq.gz
patient1,SAMN09531794,lane25,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760097_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760097_2.fastq.gz
patient1,SAMN09531794,lane26,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760098_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760098_2.fastq.gz
patient1,SAMN09531794,lane27,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760099_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760099_2.fastq.gz
patient1,SAMN09531794,lane28,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760101_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760101_2.fastq.gz
patient1,SAMN09531794,lane29,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760102_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760102_2.fastq.gz
patient1,SAMN09531794,lane30,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760103_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760103_2.fastq.gz
patient1,SAMN09531794,lane31,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760104_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760104_2.fastq.gz
patient1,SAMN09531794,lane32,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760105_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760105_2.fastq.gz
patient1,SAMN09531794,lane33,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760106_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760106_2.fastq.gz
patient1,SAMN09531794,lane34,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760107_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760107_2.fastq.gz
patient1,SAMN09531794,lane35,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760108_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760108_2.fastq.gz
patient1,SAMN09531794,lane36,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760109_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760109_2.fastq.gz
patient1,SAMN09531794,lane37,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760110_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760110_2.fastq.gz
patient1,SAMN09531794,lane38,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760111_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760111_2.fastq.gz
patient1,SAMN09531794,lane39,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760112_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760112_2.fastq.gz
patient1,SAMN09531794,lane40,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760113_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760113_2.fastq.gz
patient1,SAMN09531794,lane41,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760114_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760114_2.fastq.gz
patient1,SAMN09531794,lane42,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760115_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760115_2.fastq.gz
patient1,SAMN09531794,lane43,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760116_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760116_2.fastq.gz
patient1,SAMN09531794,lane44,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760117_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760117_2.fastq.gz
patient1,SAMN09531794,lane45,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760118_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760118_2.fastq.gz
patient1,SAMN09531794,lane46,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760119_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760119_2.fastq.gz
patient1,SAMN09531794,lane47,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760120_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760120_2.fastq.gz
patient1,SAMN09531794,lane48,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760121_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760121_2.fastq.gz
patient1,SAMN09531794,lane49,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760122_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760122_2.fastq.gz
patient1,SAMN09531794,lane50,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760123_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR7760123_2.fastq.gz
patient1,SAMN09531794,lane51,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR8449986_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR8449986_2.fastq.gz
patient1,SAMN09531794,lane52,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR8449987_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR8449987_2.fastq.gz
patient1,SAMN09531794,lane53,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR8490196_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR8490196_2.fastq.gz
patient1,SAMN09531794,lane54,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR8490197_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR8490197_2.fastq.gz
patient1,SAMN09531794,lane55,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR8490198_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR8490198_2.fastq.gz
patient1,SAMN09531794,lane56,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR8490199_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR8490199_2.fastq.gz
patient1,SAMN09531794,lane57,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR8490200_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR8490200_2.fastq.gz
patient1,SAMN09531794,lane58,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR8490201_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR8490201_2.fastq.gz
patient1,SAMN09531794,lane59,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR8490202_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR8490202_2.fastq.gz
patient1,SAMN09531794,lane60,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR8490203_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR8490203_2.fastq.gz
patient1,SAMN09531794,lane61,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR8490204_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR8490204_2.fastq.gz
patient1,SAMN09531794,lane62,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR8490205_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR8490205_2.fastq.gz
patient1,SAMN09531794,lane63,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR8490206_1.fastq.gz,/hps/nobackup/flicek/ensembl/variation/snhossain/issues/ensvar-6241/inputs/GCA_000003025/samples/SRR8490206_2.fastq.gz
